system,namaste_code,name,icd11_term,icd11_code
Siddha,KBA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KBA1.1,Vāta Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBA1.2,Nātavintu Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBA1.3,Muṉaṅkal Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBA1.4,Valippu Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBA1.5,Pēypiṭi Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KBB1.1,Aṉaṟkirikai,,
Siddha,KBB1.2,Pitta Kirikai,,
Siddha,KBB1.3,Eccil Kirikai,,
Siddha,KBB1.4,Pūta Kirikai,,
Siddha,KBB1.5,Jala Kirikai,,
Siddha,KBB1.6,Kal Eri Kirikai,,
Siddha,KBB1.7,Kumpiṭu Kirikai,,
Siddha,KBB1.8,Alaṟu Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBB1.9,Maruṭ Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,KBC1.1,Cilēttumak Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBC1.2,Mōkiṉik Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBC1.3,Mūṭu Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KBC1.4,Nīrkuṭi Kirikai,Other specified behavioural disorders (TM2),SQ2Y
Siddha,KC,Kuṭi Veṟi Nōy,,
Siddha,KCB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KCB1.1,Kuṭi Veṟi Nōy,,
Siddha,KD,Matāẕivu,,
Siddha,KDA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KDA1.1,Vaḷi Mataẕivu,,
Siddha,KDA1.2,Vaṉmaikēṭu Mataẕivu,,
Siddha,KDB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KDB1.1,Aẕal Mataaẕivu,,
Siddha,KDC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,KDC1.1,Aiya Mataaẕivu,,
Siddha,KDC1.2,Uṭaṟkēṭu,,
Siddha,KDD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,KDD1.1,Mukkuṟṟa Mataaẕivu,,
Siddha,KE,Mayakkanōy,,
Siddha,KEA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KEA1.1,Vaḷi Mayakkanōy,,
Siddha,KEB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KEB1.1,Aẕal Mayakkanōy,,
Siddha,KEB1.2,Kuruti Mayakkanōy,,
Siddha,KEC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,KEC1.1,Aiya Mayakkanōy,,
Siddha,KEC1.2,Nañcu Mayakkam,,
Siddha,KED,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,KED1.1,Mukkuṟṟa Mayakkanōy,,
Siddha,KF,Cerukku Nōy,,
Siddha,KFA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KFA1.1,Vaḷi Cerukku Nōy,,
Siddha,KFB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KFB1.1,Aẕal Cerukku Nōy,,
Siddha,KFB1.2,Kuruti Cerukku Nōy,,
Siddha,KFC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,KFC1.1,Aiya Cerukku Nōy,,
Siddha,KFD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,KFD1.1,Mukkuṟṟa Cerukku Nōy,,
Siddha,KG,Cūtikavātam,Hysteria disorder (TM2),SQ02
Siddha,KGA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KGA1.1,Cūtikavātam,Hysteria disorder (TM2),SQ02
Siddha,KH,Veṟi,Insanity disorder (TM2),SQ03
Siddha,KHA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KHA1.1,Vaḷi Veṟi,,
Siddha,KHB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,KHB1.1,Aẕal Veṟi,,
Siddha,KHB1.2,Nañcu Veṟi,,
Siddha,KHC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,KHC1.1,Aiya Veṟi,,
Siddha,KHC1.2,Cōka Veṟi,,
Siddha,KHD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,KHD1.1,Mukkuṟṟa Veṟi,,
Siddha,LAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,LAA1.1,Vaḷi Kurutiyaẕal Nōy,,
Siddha,LAA1.2,Vaḷitī Kurutiyaẕal Nōy,,
Siddha,LAA1.3,Vaḷi Aiya Kurutiyaẕal Nōy,,
Siddha,LAB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,LAB1.1,Tīkkurutiyaẕal Nōy,,
Siddha,LAC,,,
Siddha,LAC1.1,Aiya Kurutiyaẕal Nōy,,
Siddha,LAC1.2,Aiyavaḷi Kurutiyaẕal Nōy,,
Siddha,LAC1.3,Aiya Aẕal Kurutiyaẕal Nōy,,
Siddha,LAD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,LAD1.1,Mukkuṟṟa Kurutiyaẕal Nōy,,
Siddha,LBA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,LBA1.1,Vāta Tamaraka Nōy,,
Siddha,LBB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,LBB1.1,Pitta Tamaraka Nōy,,
Siddha,LBC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,LBC1.1,Kapa Tamaraka Nōy,,
Siddha,LBD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,LBD1.1,Mukkuṟṟa Tamaraka Nōy,,
Siddha,MAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MAA1.1,Āṇ Malaṭu,Female infertility disorder (TM2),SM94
Siddha,MBA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MBA1.1,Kāka Malaṭu,Female infertility disorder (TM2),SM94
Siddha,MBA1.2,Kataḷi Malaṭu,Female infertility disorder (TM2),SM94
Siddha,MBA1.3,Cutta Malaṭu,Female infertility disorder (TM2),SM94
Siddha,MCB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MCB1.1,Puṇarcci Vali,Other specified urinary and reproductive system disorders (TM2),SN3Y
Siddha,MDA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MDA1.1,Tāmaraikkāyttaṭippu,Penile growth disorder (TM2),SN06
Siddha,MDA1.2,Timirkkuṟi Nōy,,
Siddha,MDB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MDB1.1,Eri Puṇ,,
Siddha,MDB1.2,Kaṭuku Koppuḷam,Mustard- size boils on penis disorder (TM2),SN04
Siddha,MDB1.3,Karippuṇ,,
Siddha,MDB1.4,Kaṟppuṇ,,
Siddha,MDB1.5,Karumaruḷ Tiraṭcippuṇ,,
Siddha,MDB1.6,Nerukkukiranti,,
Siddha,MDB1.7,Ūṇ Aẕippuṇ,,
Siddha,MDB1.8,Paravu Kaṭṭippuṇ,,
Siddha,MDB1.9,Piḷappupuṇ,,
Siddha,MDB1.10,Cenniṟak Koppuḷam,,
Siddha,MDB1.11,Ciṟu Koppuḷappuṇ,,
Siddha,MDB1.12,Tōl Aẕippuṇ,,
Siddha,MDB1.13,Tōl Taṭaippuṇ,Phimosis disorder (TM2),SN0A
Siddha,MDB1.14,Tuḷaippuṇ,,
Siddha,MDB1.15,Varicaippuṇ,,
Siddha,MDB1.16,Vīral Koppuḷam,,
Siddha,MDC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,MDC1.1,Ilantaikkāykaṭṭi,,
Siddha,MDC1.2,Ūṇniṟakkaṭṭi,,
Siddha,MDC1.3,Ciṟumuḷai,,
Siddha,MDC1.4,Veṇmēkappuṇ,,
Siddha,ME,Vitai Nōykaḷ,,
Siddha,MEA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,MEA1.1,Kuṭal Vitai Nōy,,
Siddha,MEA1.2,Kumuṟal Vitai Nōy,,
Siddha,MEC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,MEC1.1,Nīr Vitai Nōy,,
Siddha,MEC1.2,Cataivitai Nōy,,
Siddha,N,Kaṇ Nōykaḷ,,
Siddha,NAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NAA1.1,Ukkira Rōkam,,
Siddha,NAA1.2,Cāykaṇ Kuruṭu,,
Siddha,NAA1.3,Tūyakaṇ Kuruṭu,Day blindness disorder (TM2),SK63
Siddha,NAA1.4,Cuẕal Vaṇṭerital,Other specified eye disorders (TM2),SK7Y
Siddha,NAA1.5,Cōtikāviraṇam,,
Siddha,NAA1.6,Paṭikuntam,,
Siddha,NAA1.7,Pukaiccal,,
Siddha,NAA1.8,Cevvēr,,
Siddha,NAA1.9,Kuvaḷai Nerittal,,
Siddha,NAA1.10,Pakkappaṭuvaṉ,,
Siddha,NAA1.11,Veṇṇērkkāṭu,,
Siddha,NAA1.12,Vitaṉa Mantāram,,
Siddha,NAA1.13,Cuṭar Pala Tōṉṟal,,
Siddha,NAA1.14,Puttiyaẕittal,,
Siddha,NAA1.15,Poṅkiya Vitaṉam,,
Siddha,NAA1.16,Cantira Rōkam,,
Siddha,NAA1.17,Kūci Viẕittal,,
Siddha,NAB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NAB1.1,Akkirarōkam,,
Siddha,NAB1.2,Avikāya Viraṇam,Excessive blinking disorder (TM2),SK6J
Siddha,NAB1.3,Kaṇ Tiṉavu,Conjunctivitis disorder (TM2),SK66
Siddha,NAB1.4,Aṉṉa Kōpam,Conjunctivitis disorder (TM2),SK66
Siddha,NAB1.5,Maruvu Kaṇ Civappu,,
Siddha,NAB1.6,Eriviẕi Maẕuṅkutal,,
Siddha,NAB1.7,Mataṉamantāram,Panopthalmitis disorder (TM2),SK6W
Siddha,NAB1.8,Kaṇ Viraṇam,,
Siddha,NAB1.9,Aṭainteẕuntiṭal,,
Siddha,NAB1.10,Uṟuviẕi Puṭaittal,Non-inflammatory swelling of eye disorder (TM2),SK6R
Siddha,NAB1.11,Paravaippū,,
Siddha,NAB1.12,Amaram,Ophthalmia neonatarum disorder (TM2),SR04
Siddha,NAB1.13,Cuẕal Viẕi Erittal,,
Siddha,NAB1.14,Mayir Puẕuveṭṭu,Other specified eye disorders (TM2),SK7Y
Siddha,NAB1.15,Vīṅki Viẕittal,,
Siddha,NAB1.16,Nattaippaṭuvaṉ,,
Siddha,NAB1.17,Kuvaḷaippaṭuvaṉ,Tear sac swelling disorder (TM2),SK68
Siddha,NAB1.18,Aẕaṟṟi,Dry eye disorder (TM2),SK6A
Siddha,NAB1.19,Imaiyōṭuṟuttal,,
Siddha,NAC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,NAC1.1,Arūpam,,
Siddha,NAC1.2,Kaṇkuruṭu,,
Siddha,NAC1.3,Parumuḷai,Phlyctenular nodule disorder (TM2),SK6T
Siddha,NAC1.4,Turmāmicam,,
Siddha,NAC1.5,Veḷḷeẕuttu,Other specified eye disorders (TM2),SK7Y
Siddha,NAC1.6,Atimantāram,,
Siddha,NAC1.7,Cōti Neṟi,,
Siddha,NAC1.8,Kācamuruki,,
Siddha,NAC1.9,Mālaikkaṇ,Night blindness disorder (TM2),SK64
Siddha,NAC1.10,Akkaram,Stomatitis disorder (TM2),SM10
Siddha,NAC1.11,Aẕuntiṭum Pirittal,,
Siddha,NAC1.12,Tuṇṇu Veṇ Pukaiccal,,
Siddha,NAC1.13,Cōrākkaṇ Tuṭippu,,
Siddha,NAC1.14,Vaḷarnteẕu Rōkam,,
Siddha,NAC1.15,Mataṉa Mantāram,,
Siddha,NAC1.16,Cuṭarāti Māmicam,,
Siddha,NAC1.17,Uyarntu Kaṇ Puṭaittal,,
Siddha,NAC1.18,Kumpimai Taṭittal,,
Siddha,NAC1.19,Eẕu Ñāyiṟu,,
Siddha,NAC1.20,Piṟavikkuruṭu,,
Siddha,NAC1.21,Varuñcalarōkam,,
Siddha,NBA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NBA1.1,Muṭa Mayir,Trichiasis disorder (TM2),SK6E
Siddha,NBA1.2,Iẕiccakkaṇ,,
Siddha,NBA1.3,Cuṟṟukkulaivu,,
Siddha,NBA1.4,Imaiyuyarcci,Ectropion disorder (TM2),SK6B
Siddha,NBB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NBB1.1,Iratta Kaẕalai,Ptilosis disorder (TM2),SK6Q
Siddha,NBB1.2,Rattam Paṟpa Rōkam,,
Siddha,NBB1.4,Puẕukkaṭi,,
Siddha,NBC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,NBC1.1,Nīr Pillam,,
Siddha,NBC1.2,Kuṭaṟ Pillam,,
Siddha,NBC1.3,Imai Taṭippu,Blepharitis disorder (TM2),SK62
Siddha,NBC1.4,Nīr Kaẕalai,,
Siddha,NBC1.5,Tacai Kaẕalai,Eyelid tumour disorder (TM2),SK6F
Siddha,NBC1.6,Nīr Paṟpa Rōkam,Stye disorder (TM2),SK6P
Siddha,NBC1.7,Māṅkiṣa Paṟpa Rōkam,,
Siddha,NBC1.8,Imainīr Pāyccal,,
Siddha,NC,Kaṭaikaṇ Nōykaḷ,,
Siddha,NCA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NCA1.1,Viẕi Vali,Ptosis disorder (TM2),SK6L
Siddha,NCA1.2,Nitiravāyu,,
Siddha,NCB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NCB1.1,Ratta Paṭartti,,
Siddha,NCB1.2,Ratakuvai,,
Siddha,NCB1.3,Viraṇap Paru,Eyelid cyst disorder (TM2),SK69
Siddha,NCB1.4,Imaikkuruṭu,,
Siddha,NCC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,NCC1.1,Kaṇ Nōkkāṭu,,
Siddha,NCC1.2,Pūccāntiram,Prolapse iris disorder (TM2),SK61
Siddha,NCC1.3,Imaik Kumiẕ,,
Siddha,ND,Karuviẕi Nōykaḷ,Corneal disorder (TM2),SK67
Siddha,NDA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NDA1.1,Vaḷi Kācam,,
Siddha,NDA1.2,Vāla Kācam,,
Siddha,NDA1.3,Maṇinīla Kācam,,
Siddha,NDA1.4,Nīreẕu Kācam,,
Siddha,NDA1.5,Tuttiṭuṅ Kācam,,
Siddha,NDA1.6,Cataip Paṭalam,,
Siddha,NDA1.7,Karuṅkumutam,,
Siddha,NDA1.8,Viraṇa Cukkiraṉ,Corneal opacity disorder (TM2),SK6V
Siddha,NDA1.9,Karutta Cukkiraṉ,,
Siddha,NDA1.10,Ceri Vari,,
Siddha,NDA1.11,Mālaikkaṇ Timiram,,
Siddha,NDA1.12,Vaṟaṭcit Timiram,,
Siddha,NDA1.13,Vāyu Timiram,,
Siddha,NDA1.14,Pukaippū,,
Siddha,NDA1.15,Catai Kuntam,,
Siddha,NDB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NDB1.1,Kumarikkācam,,
Siddha,NDB1.2,Raṇa Kācam,,
Siddha,NDB1.3,Uṭainteẕu Kācam,,
Siddha,NDB1.4,Mālai Kācam,,
Siddha,NDB1.5,Ūṟu Kācam,,
Siddha,NDB1.6,Vārēẕu Kācam,,
Siddha,NDB1.7,Antira Kācam,,
Siddha,NDB1.8,Rattap Paṭalam,,
Siddha,NDB1.9,Vari Eẕuccippaṭalam,,
Siddha,NDB1.10,Karunākap Paṭalam,,
Siddha,NDB1.11,Pacuviẕip Paṭalam,,
Siddha,NDB1.12,Ceṅkumutam,,
Siddha,NDB1.13,Uṭṭaṉa Nerical,,
Siddha,NDB1.14,Aṉaṟ Cukkiraṉ,,
Siddha,NDB1.15,Cori Vari,,
Siddha,NDB1.16,Mēkat Timiram,,
Siddha,NDB1.17,Untal Pū,,
Siddha,NDB1.18,Utira Kuntam,,
Siddha,NDC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,NDC1.1,Aiya Kācam,,
Siddha,NDC1.2,Nīlakkācam,,
Siddha,NDC1.3,Mantāra Kācam,,
Siddha,NDC1.4,Tuṇṇu Kācam,,
Siddha,NDC1.5,Kuvaḷai Kācam,,
Siddha,NDC1.6,Nīrp Paṭalam,,
Siddha,NDC1.7,Atimaṅkiṣap Paṭalam,,
Siddha,NDC1.8,Veḷḷai Paṭalam,,
Siddha,NDC1.9,Nāka Aṭalam,,
Siddha,NDC1.10,Pañcu Nīr Paṭalam,,
Siddha,NDC1.11,Veṇkumutam,,
Siddha,NDC1.12,Nīr Nerical,,
Siddha,NDC1.13,Viẕi Viẕuṅki Cukkiraṉ,,
Siddha,NDC1.14,Veṇ Cukkiraṉ,,
Siddha,NDC1.15,Nīr Vari,Lacrimation disorder (TM2),SK6D
Siddha,NDC1.16,Veḷḷēẕuttu,Other specified eye disorders (TM2),SK7Y
Siddha,NDC1.17,Mantāra Timiram,,
Siddha,NDC1.18,Nīrt Timiram,,
Siddha,NDC1.19,Nīr Kuntam,,
Siddha,NDD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,NDD1.1,Curōṉita Nerical,,
Siddha,NDD1.2,Āṇip Pū,,
Siddha,NE,Veḷviẕi Nōykaḷ,,
Siddha,NEA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NEA1.1,Vari Eẕucci,,
Siddha,NEA1.2,Viraṇa Eẕucci,,
Siddha,NEA1.3,Kuvai Eẕucci,,
Siddha,NEA1.4,Vari Paṭartti,,
Siddha,NEA1.5,Viraṇa Nerical,Ocular hyperemia disorder (TM2),SK60
Siddha,NEA1.6,Nīlavari,,
Siddha,NEB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,NEB1.1,Corip Paṭartti,,
Siddha,NEB1.2,Untu Nerical,Ocular hyperemia disorder (TM2),SK60
Siddha,NEB1.3,Irattak Kumiḷam,,
Siddha,NEC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,NEC1.1,Nīr Eẕucci,,
Siddha,NEC1.2,Mutteẕucci,,
Siddha,NEC1.3,Cataip Paṭartti,,
Siddha,NEC1.4,Tuḷi Nerical,,
Siddha,NEC1.5,Nīr Kumiḷam,,
Siddha,NEC1.6,Maṅkica Kumiḷam,,
Siddha,NEC1.7,Veḷvari,,
Siddha,PAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,PAA1.1,Vaḷi Nakiṟkaṭṭi,,
Siddha,PAB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,PAB1.1,Aẕal Nakiṟkaṭṭi,,
Siddha,PAC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,PAC1.1,Aiyam Nakiṟkaṭṭi,,
Siddha,PAD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,PAD1,Mukkuṟṟam Nakiṟkaṭṭi,,
Siddha,PAD1.1,adipaduthala Uṇṭākum Nakiṟkaṭṭi,,
Siddha,PBD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,PBD1.1,Nīrppuṟṟu,,
Siddha,PBD1.2,Cataippuṟṟu,,
Siddha,PBD1.3,Maṇalppuṟṟu,,
Siddha,PCD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,PCD1.1,Karppa Vippuruti,,
Siddha,PCD1.2,Kuvaḷai Vippuruti,,
Siddha,PCD1.3,Pitta Vippuruti,,
Siddha,PCD1.4,Cantu Vippuruti,,
Siddha,PCD1.5,Ōṭu Vippuruti,,
Siddha,PCD1.6,Cilēttuma Vippuruti,,
Siddha,PCD1.7,Vāta Vippuruti,,
Siddha,PDD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,PDD1.1,Karuppaikkaẕuntupuṟṟu,,
Siddha,PDD1.2,Karuppaippuṟṟu,Other specified female Reproductive System disorders (TM2),SM9Y
Siddha,QA,Veḷuppu Nōy,Anaemia disorder (TM2),SL80
Siddha,QAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,QAA1.1,Vaḷi Veḷuppu Nōy,,
Siddha,QAB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,QAB1.1,Aẕal Veḷuppu Nōy,,
Siddha,QAB1.2,Maṇṇuṉ Veḷuppu Nōy,,
Siddha,QAC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,QAC1.1,Nañcu Veḷuppu Nōy,,
Siddha,QAC1.2,Aiya Veḷuppu Nōy,,
Siddha,QAD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,QAD1.1,Tonta Veḷuppu Nōy,,
Siddha,RAA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RAA1.1,Aṭitaḷḷal,,
Siddha,RBB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RBB1.1,Akkuḷ Nila Pūcaṇi Kaṭṭi,,
Siddha,RCB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RCB1.1,Mēka Kapāla Piḷavai,,
Siddha,RCB1.2,Curik Kapāla Piḷavai,,
Siddha,RCB1.3,Kuruti Kaṇṇaṉ Kapāla Piḷavai,,
Siddha,RCB1.4,Pokkik Kapāla Piḷavai,,
Siddha,RCB1.5,Karuṅ Kapāla Piḷavai,,
Siddha,RCC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,RCC1.1,Viraṇakkapālappiḷavai,,
Siddha,RCC1.2,Pakka Kapāla Piḷavai,,
Siddha,RCC1.3,Kuṉṟi Kapāla Piḷavai,,
Siddha,RCC1.4,Aẕukaṇṇi Kapāla Piḷavai,,
Siddha,RCC1.5,Poṉṉi Kapāla Piḷavai,,
Siddha,RED,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,RED1,Kaṇṭamālai,Lymphadenopathy in throat region disorder (TM2),SL08
Siddha,RFA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RFA1.1,Maṭakkuk Kaṭṭi,,
Siddha,RFA1.2,Valaikkaṇ Kaṭṭi,,
Siddha,RFA1.3,Atōmukak Kaṭṭi,,
Siddha,RFA1.4,Kaṭalaik Kaṭṭi,,
Siddha,RFA1.5,Kaṭukuk Kaṭṭi,,
Siddha,RFB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RFB1.1,Pēyccuraik Kaṭṭi,,
Siddha,RFB1.2,Vittiratik Kaṭṭi,,
Siddha,RFB1.3,Mēka Vittiratik Kaṭṭi,,
Siddha,RFC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,RFC1.1,Āmai Ōṭu Kaṭṭi,,
Siddha,RFC1.2,Nilappūcaṇi Kaṭṭi,Lymphadenopathy disorder (TM2),SM00
Siddha,RG,Kiranti,Syphillis disorder (TM2),SN31
Siddha,RGA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RGA1.1,Vaḷi Kiranti,,
Siddha,RGA1.2,Caṭai Kiranti,,
Siddha,RGA1.3,Eṉpu Kiranti,Osteoporosis disorder (TM2),SP00
Siddha,RGA1.4,Narampu Kiranti,,
Siddha,RGB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RGB1.1,Aẕal Kiranti,,
Siddha,RGC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,RGC1.1,laiya Kiranti,,
Siddha,RGC1.2,Koẕuppu Kiranti,,
Siddha,RGC1.3,Puṇ Kiranti,,
Siddha,RGD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,RGD1.1,Kurutik Kiranti,,
Siddha,RH,Maṇṭai Kaṉappu,Cephalalgia disorder (TM2),SK00
Siddha,RHA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RHA1.1,Vaḷi Maṇṭaik Kaṇappu,,
Siddha,RHA1.2,Kuruti Maṇṭaik Kaṇappu,,
Siddha,RHC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,RHC1.1,Nīr Maṇṭai Kaṉappu,,
Siddha,RI,Maṇṭaikkuttiyal,Cephalalgia disorder (TM2),SK00
Siddha,RIA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RIA1.1,Maṇṭaikkuttiyal,Cephalalgia disorder (TM2),SK00
Siddha,RJ,Maṇṭaic Caṉṉi,,
Siddha,RJD,Mukkuṟṟam,Pattern of humour accumulated with air (TM2),SS2F
Siddha,RJD1,Maṇṭaic Caṉṉi,,
Siddha,RK,Maṇṭai Cūlai,Cephalalgia disorder (TM2),SK00
Siddha,RKA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RKA1.1,Vaḷi Maṇṭaic Cūlai,,
Siddha,RKA1.2,Kuruti Maṇṭaic Cūlai,,
Siddha,RKA1.3,Nīr Maṇṭaic Cūlai,,
Siddha,RL,Maṇṭait Timir,,
Siddha,RLA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RLA1.1,Maṇṭait Timir,,
Siddha,RM,Maṇṭai Vali,,
Siddha,RMA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RMA1.1,Maṇṭai Vali,,
Siddha,RN,Maṇṭai Vaṟaṭci,Other specified hair disorders (TM2),SN7Y
Siddha,RNA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,RNA1.1,Maṇṭai Vaṟaṭci,Other specified hair disorders (TM2),SN7Y
Siddha,RO,Mūḷai Nōy,,
Siddha,ROA,Vaḷi,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,ROA1.1,Vaḷi Mūḷai Nōy,,
Siddha,ROA1.2,Vali Aiyam Mūḷai Nōy,,
Siddha,ROA1.3,Vaṟaṭci Mūḷai Nōy,,
Siddha,ROA1.4,Vaḷi Aẕal Mūḷai Nōy,,
Siddha,ROB,Aẕal,Other specified disorders affecting the whole body (TM2),SP9Y
Siddha,ROB1.1,Aẕal Aiyam Mūḷai Nōy,,
Siddha,ROB1.2,Aẕal Mūḷai Nōy,,
Siddha,ROB1.3,Kuruti Mūḷai Nōy,,
Siddha,ROC,Aiyam,<em class='found'>Aiyam body constitution pattern (TM2),SS59
Siddha,ROC1.1,Aiyam Mūḷai Nōy,,
Siddha,ROC1.2,Aiyavaḷi Mūḷai Nōy,,
Siddha,ROC1.3,Nīr Mūḷai Nōy,,
Siddha,ROC1.4,Aẕal Vaḷi Mūḷai Nōy,,
Siddha,ROC1.5,Aiya Aẕal Mūḷai Nōy,,
